,base_sentence,phrase,edited_sentence,label,base_tokens,phrase_tokens,edited_tokens,Final_Text
436,chandragupta maurya ( founder of the maurya empire ) is said to have accepted the vow of sallekhana at śravaṇa beḷgoḷa ( a chief seat of jains ) ,a cave in,chandragupta maurya ( founder of the maurya empire ) is said to have accepted the vow of sallekhana at a cave in śravaṇa beḷgoḷa ( a chief seat of jains ) ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['chandragupta', 'maurya', '(', 'founder', 'of', 'the', 'maurya', 'empire', ')', 'is', 'said', 'to', 'have', 'accepted', 'the', 'vow', 'of', 'sallekhana', 'at', 'śravaṇa', 'beḷgoḷa', '(', 'a', 'chief', 'seat', 'of', 'jains', ')', '']","['a', 'cave', 'in']","['[cls]', 'chandragupta', 'maurya', '(', 'founder', 'of', 'the', 'maurya', 'empire', ')', 'is', 'said', 'to', 'have', 'accepted', 'the', 'vow', 'of', 'sallekhana', 'at', '[ps]', 'a', 'cave', 'in', '[pe]', 'śravaṇa', 'beḷgoḷa', '(', 'a', 'chief', 'seat', 'of', 'jains', ')', '[sep]']",[cls] chandragupta maurya ( founder of the maurya empire ) is said to have accepted the vow of sallekhana at [ps] a cave in [pe] śravaṇa beḷgoḷa ( a chief seat of jains ) [sep]
437,"misa also celebrates light 's birthday , still loving him but has no recollection of the death notes ",and everyone dies,"misa also celebrates light 's birthday , still loving him but has no recollection of the death notes and everyone dies ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['misa', 'also', 'celebrates', 'light', ""'s"", 'birthday', ',', 'still', 'loving', 'him', 'but', 'has', 'no', 'recollection', 'of', 'the', 'death', 'notes', '']","['and', 'everyone', 'dies']","['[cls]', 'misa', 'also', 'celebrates', 'light', ""'s"", 'birthday', ',', 'still', 'loving', 'him', 'but', 'has', 'no', 'recollection', 'of', 'the', 'death', 'notes', '[ps]', 'and', 'everyone', 'dies', '[pe]', '[sep]']","[cls] misa also celebrates light 's birthday , still loving him but has no recollection of the death notes [ps] and everyone dies [pe] [sep]"
438,"the general perception was that sutcliffe was not a typical professional cricketer , whereas rhodes was always perceived as the archetypal professional ","gibson , pp155 - 6","gibson , pp155 - 6 the general perception was that sutcliffe was not a typical professional cricketer , whereas rhodes was always perceived as the archetypal professional ","Adding spammy, useless or derogatory content","['the', 'general', 'perception', 'was', 'that', 'sutcliffe', 'was', 'not', 'a', 'typical', 'professional', 'cricketer', ',', 'whereas', 'rhodes', 'was', 'always', 'perceived', 'as', 'the', 'archetypal', 'professional', '']","['gibson', ',', 'pp155', '-', '6']","['[cls]', '[ps]', 'gibson', ',', 'pp155', '-', '6', '[pe]', 'the', 'general', 'perception', 'was', 'that', 'sutcliffe', 'was', 'not', 'a', 'typical', 'professional', 'cricketer', ',', 'whereas', 'rhodes', 'was', 'always', 'perceived', 'as', 'the', 'archetypal', 'professional', '[sep]']","[cls] [ps] gibson , pp155 - 6 [pe] the general perception was that sutcliffe was not a typical professional cricketer , whereas rhodes was always perceived as the archetypal professional [sep]"
439,"juan menéndez márquez was the nephew ( or , by some accounts , the illegitimate son ) bushnell 1978 : 412 of pedro menéndez márquez , royal governor of spanish florida from 1577 to 1594 ",or cousin,"juan menéndez márquez was the nephew or cousin ( or , by some accounts , the illegitimate son ) bushnell 1978 : 412 of pedro menéndez márquez , royal governor of spanish florida from 1577 to 1594 ",Other,"['juan', 'menéndez', 'márquez', 'was', 'the', 'nephew', '(', 'or', ',', 'by', 'some', 'accounts', ',', 'the', 'illegitimate', 'son', ')', 'bushnell', '1978', ':', '412', 'of', 'pedro', 'menéndez', 'márquez', ',', 'royal', 'governor', 'of', 'spanish', 'florida', 'from', '1577', 'to', '1594', '']","['or', 'cousin']","['[cls]', 'juan', 'menéndez', 'márquez', 'was', 'the', 'nephew', '[ps]', 'or', 'cousin', '[pe]', '(', 'or', ',', 'by', 'some', 'accounts', ',', 'the', 'illegitimate', 'son', ')', 'bushnell', '1978', ':', '412', 'of', 'pedro', 'menéndez', 'márquez', ',', 'royal', 'governor', 'of', 'spanish', 'florida', 'from', '1577', 'to', '1594', '[sep]']","[cls] juan menéndez márquez was the nephew [ps] or cousin [pe] ( or , by some accounts , the illegitimate son ) bushnell 1978 : 412 of pedro menéndez márquez , royal governor of spanish florida from 1577 to 1594 [sep]"
440,"otto is a daughter of actors barry and lindsay otto , and sister of actress gracie otto ",half -,"otto is a daughter of actors barry and lindsay otto , and half - sister of actress gracie otto ","Adding spammy, useless or derogatory content","['otto', 'is', 'a', 'daughter', 'of', 'actors', 'barry', 'and', 'lindsay', 'otto', ',', 'and', 'sister', 'of', 'actress', 'gracie', 'otto', '']","['half', '-']","['[cls]', 'otto', 'is', 'a', 'daughter', 'of', 'actors', 'barry', 'and', 'lindsay', 'otto', ',', 'and', '[ps]', 'half', '-', '[pe]', 'sister', 'of', 'actress', 'gracie', 'otto', '[sep]']","[cls] otto is a daughter of actors barry and lindsay otto , and [ps] half - [pe] sister of actress gracie otto [sep]"
441,"the bands included golden , the microphones , wookieback , orange cake mix , bob hund , le mans , spring , dent , fegan among others ","the ruby dare ,","the bands included golden , the microphones , wookieback , orange cake mix , bob hund , le mans , spring , dent , the ruby dare , fegan among others ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', 'bands', 'included', 'golden', ',', 'the', 'microphones', ',', 'wookieback', ',', 'orange', 'cake', 'mix', ',', 'bob', 'hund', ',', 'le', 'mans', ',', 'spring', ',', 'dent', ',', 'fegan', 'among', 'others', '']","['the', 'ruby', 'dare', ',']","['[cls]', '[ps]', 'the', 'bands', 'included', 'golden', ',', '[pe]', 'the', 'microphones', ',', 'wookieback', ',', 'orange', 'cake', 'mix', ',', 'bob', 'hund', ',', 'le', 'mans', ',', 'spring', ',', 'dent', ',', 'the', 'ruby', 'dare', ',', 'fegan', 'among', 'others', '[sep]']","[cls] [ps] the bands included golden , [pe] the microphones , wookieback , orange cake mix , bob hund , le mans , spring , dent , the ruby dare , fegan among others [sep]"
442,the film maker was detained by the sri lankan state forces but the film was completed by january 2014 ,under terrorism charges,the film maker was detained by the sri lankan state forces under terrorism charges but the film was completed by january 2014 ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', 'film', 'maker', 'was', 'detained', 'by', 'the', 'sri', 'lankan', 'state', 'forces', 'but', 'the', 'film', 'was', 'completed', 'by', 'january', '2014', '']","['under', 'terrorism', 'charges']","['[cls]', 'the', 'film', 'maker', 'was', 'detained', 'by', 'the', 'sri', 'lankan', 'state', 'forces', '[ps]', 'under', 'terrorism', 'charges', '[pe]', 'but', 'the', 'film', 'was', 'completed', 'by', 'january', '2014', '[sep]']",[cls] the film maker was detained by the sri lankan state forces [ps] under terrorism charges [pe] but the film was completed by january 2014 [sep]
443,stuart matheson and sasha vatoff played a comeback gig at etihad stadium on new years eve for sensation ocean of white ,", in melbourne ,","stuart matheson and sasha vatoff played a comeback gig at etihad stadium , in melbourne , on new years eve for sensation ocean of white ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['stuart', 'matheson', 'and', 'sasha', 'vatoff', 'played', 'a', 'comeback', 'gig', 'at', 'etihad', 'stadium', 'on', 'new', 'years', 'eve', 'for', 'sensation', 'ocean', 'of', 'white', '']","[',', 'in', 'melbourne', ',']","['[cls]', 'stuart', 'matheson', 'and', 'sasha', 'vatoff', 'played', 'a', 'comeback', 'gig', 'at', 'etihad', 'stadium', '[ps]', ',', '[pe]', 'in', 'melbourne', ',', 'on', 'new', 'years', 'eve', 'for', 'sensation', 'ocean', 'of', 'white', '[sep]']","[cls] stuart matheson and sasha vatoff played a comeback gig at etihad stadium [ps] , [pe] in melbourne , on new years eve for sensation ocean of white [sep]"
444,"it is more durable than disposable plastic bags , allowing multiple use ","often made from fabric such as canvas , or sometimes a thick plastic that is","it is often made from fabric such as canvas , or sometimes a thick plastic that is more durable than disposable plastic bags , allowing multiple use ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['it', 'is', 'more', 'durable', 'than', 'disposable', 'plastic', 'bags', ',', 'allowing', 'multiple', 'use', '']","['often', 'made', 'from', 'fabric', 'such', 'as', 'canvas', ',', 'or', 'sometimes', 'a', 'thick', 'plastic', 'that', 'is']","['[cls]', 'it', 'is', '[ps]', '[pe]', 'often', 'made', 'from', 'fabric', 'such', 'as', 'canvas', ',', 'or', 'sometimes', 'a', 'thick', 'plastic', 'that', 'is', 'more', 'durable', 'than', 'disposable', 'plastic', 'bags', ',', 'allowing', 'multiple', 'use', '[sep]']","[cls] it is [ps] [pe] often made from fabric such as canvas , or sometimes a thick plastic that is more durable than disposable plastic bags , allowing multiple use [sep]"
445,john fedko is an american sportscaster ,and all around douchebag,john fedko is an american and all around douchebag sportscaster ,"Adding spammy, useless or derogatory content","['john', 'fedko', 'is', 'an', 'american', 'sportscaster', '']","['and', 'all', 'around', 'douchebag']","['[cls]', 'john', 'fedko', 'is', 'an', 'american', '[ps]', 'and', 'all', 'around', 'douchebag', '[pe]', 'sportscaster', '[sep]']",[cls] john fedko is an american [ps] and all around douchebag [pe] sportscaster [sep]
446," , is a mixture of five sulfur - containing chemicals and smells like rotting food and carcasses ","another one , '' who me ?","another one , '' who me ? '' , is a mixture of five sulfur - containing chemicals and smells like rotting food and carcasses ",Other,"['', ',', 'is', 'a', 'mixture', 'of', 'five', 'sulfur', '-', 'containing', 'chemicals', 'and', 'smells', 'like', 'rotting', 'food', 'and', 'carcasses', '']","['another', 'one', ',', ""''"", 'who', 'me', '?']","['[cls]', '[ps]', 'another', 'one', ',', ""''"", 'who', 'me', '?', '[pe]', ""''"", ',', 'is', 'a', 'mixture', 'of', 'five', 'sulfur', '-', 'containing', 'chemicals', 'and', 'smells', 'like', 'rotting', 'food', 'and', 'carcasses', '[sep]']","[cls] [ps] another one , '' who me ? [pe] '' , is a mixture of five sulfur - containing chemicals and smells like rotting food and carcasses [sep]"
447,leithen water runs through the town of innerleithen and subsequently feeds the river tweed ,", scotland ,","leithen water runs through the town of innerleithen , scotland , and subsequently feeds the river tweed ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['leithen', 'water', 'runs', 'through', 'the', 'town', 'of', 'innerleithen', 'and', 'subsequently', 'feeds', 'the', 'river', 'tweed', '']","[',', 'scotland', ',']","['[cls]', 'leithen', 'water', 'runs', 'through', 'the', 'town', 'of', 'innerleithen', '[ps]', ',', '[pe]', 'scotland', ',', 'and', 'subsequently', 'feeds', 'the', 'river', 'tweed', '[sep]']","[cls] leithen water runs through the town of innerleithen [ps] , [pe] scotland , and subsequently feeds the river tweed [sep]"
448,"if it does not flow , 3 ° c is added to the corresponding temperature and the result is the pour point temperature ","when the specimen does not flow when tilted , the jar is held horizontally for 5 sec","when the specimen does not flow when tilted , the jar is held horizontally for 5 sec if it does not flow , 3 ° c is added to the corresponding temperature and the result is the pour point temperature ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['if', 'it', 'does', 'not', 'flow', ',', '3', '°', 'c', 'is', 'added', 'to', 'the', 'corresponding', 'temperature', 'and', 'the', 'result', 'is', 'the', 'pour', 'point', 'temperature', '']","['when', 'the', 'specimen', 'does', 'not', 'flow', 'when', 'tilted', ',', 'the', 'jar', 'is', 'held', 'horizontally', 'for', '5', 'sec']","['[cls]', '[ps]', 'when', 'the', 'specimen', 'does', 'not', 'flow', 'when', 'tilted', ',', 'the', 'jar', 'is', 'held', 'horizontally', 'for', '5', 'sec', '[pe]', 'if', 'it', 'does', 'not', 'flow', ',', '3', '°', 'c', 'is', 'added', 'to', 'the', 'corresponding', 'temperature', 'and', 'the', 'result', 'is', 'the', 'pour', 'point', 'temperature', '[sep]']","[cls] [ps] when the specimen does not flow when tilted , the jar is held horizontally for 5 sec [pe] if it does not flow , 3 ° c is added to the corresponding temperature and the result is the pour point temperature [sep]"
449,"john turn farm is a historic farm complex located at middle smithfield township , monroe county , pennsylvania ",in the delaware water gap national recreation area,"john turn farm is a historic farm complex located in the delaware water gap national recreation area at middle smithfield township , monroe county , pennsylvania ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['john', 'turn', 'farm', 'is', 'a', 'historic', 'farm', 'complex', 'located', 'at', 'middle', 'smithfield', 'township', ',', 'monroe', 'county', ',', 'pennsylvania', '']","['in', 'the', 'delaware', 'water', 'gap', 'national', 'recreation', 'area']","['[cls]', 'john', 'turn', 'farm', 'is', 'a', 'historic', 'farm', 'complex', 'located', '[ps]', 'in', 'the', 'delaware', 'water', 'gap', 'national', 'recreation', 'area', '[pe]', 'at', 'middle', 'smithfield', 'township', ',', 'monroe', 'county', ',', 'pennsylvania', '[sep]']","[cls] john turn farm is a historic farm complex located [ps] in the delaware water gap national recreation area [pe] at middle smithfield township , monroe county , pennsylvania [sep]"
450,"arabic is used frequently among members of muslim communities in hong kong , it is quickly becoming a popular language to learn by students ",and,"arabic is used frequently among members of muslim communities in hong kong , and it is quickly becoming a popular language to learn by students ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['arabic', 'is', 'used', 'frequently', 'among', 'members', 'of', 'muslim', 'communities', 'in', 'hong', 'kong', ',', 'it', 'is', 'quickly', 'becoming', 'a', 'popular', 'language', 'to', 'learn', 'by', 'students', '']",['and'],"['[cls]', 'arabic', 'is', 'used', 'frequently', 'among', 'members', 'of', 'muslim', 'communities', 'in', 'hong', 'kong', ',', '[ps]', 'and', '[pe]', 'it', 'is', 'quickly', 'becoming', 'a', 'popular', 'language', 'to', 'learn', 'by', 'students', '[sep]']","[cls] arabic is used frequently among members of muslim communities in hong kong , [ps] and [pe] it is quickly becoming a popular language to learn by students [sep]"
451,"li haopei ( chinese : 李浩培 ; born shanghai , 6 july 1906 ; died the hague , 6 november 1997 ) was a chinese jurist and academic ",", diplomat","li haopei ( chinese : 李浩培 ; born shanghai , 6 july 1906 ; died the hague , 6 november 1997 ) was a chinese jurist , diplomat and academic ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['li', 'haopei', '(', 'chinese', ':', '李浩培', ';', 'born', 'shanghai', ',', '6', 'july', '1906', ';', 'died', 'the', 'hague', ',', '6', 'november', '1997', ')', 'was', 'a', 'chinese', 'jurist', 'and', 'academic', '']","[',', 'diplomat']","['[cls]', 'li', 'haopei', '(', 'chinese', ':', '李浩培', ';', 'born', 'shanghai', '[ps]', ',', '6', 'july', '1906', ';', 'died', 'the', 'hague', ',', '6', 'november', '1997', ')', 'was', 'a', 'chinese', 'jurist', ',', 'diplomat', '[pe]', 'and', 'academic', '[sep]']","[cls] li haopei ( chinese : 李浩培 ; born shanghai [ps] , 6 july 1906 ; died the hague , 6 november 1997 ) was a chinese jurist , diplomat [pe] and academic [sep]"
452,he is credited for introducing the scientific application of mydriatics into european medicine ,", and also performed early investigations concerning the possibilities of corneal grafting","he is credited for introducing the scientific application of mydriatics into european medicine , and also performed early investigations concerning the possibilities of corneal grafting ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['he', 'is', 'credited', 'for', 'introducing', 'the', 'scientific', 'application', 'of', 'mydriatics', 'into', 'european', 'medicine', '']","[',', 'and', 'also', 'performed', 'early', 'investigations', 'concerning', 'the', 'possibilities', 'of', 'corneal', 'grafting']","['[cls]', 'he', 'is', 'credited', 'for', 'introducing', 'the', 'scientific', 'application', 'of', 'mydriatics', 'into', 'european', 'medicine', '[ps]', ',', 'and', 'also', 'performed', 'early', 'investigations', 'concerning', 'the', 'possibilities', 'of', 'corneal', 'grafting', '[pe]', '[sep]']","[cls] he is credited for introducing the scientific application of mydriatics into european medicine [ps] , and also performed early investigations concerning the possibilities of corneal grafting [pe] [sep]"
453,"samsung gulf stated on twitter that the note 2 would not get the lollipop update , however samsung nordic has stated several times that both the 3g and 4g versions of the phone will get lollipop update ",", including on their official page","samsung gulf stated on twitter that the note 2 would not get the lollipop update , however samsung nordic has stated several times , including on their official page that both the 3g and 4g versions of the phone will get lollipop update ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['samsung', 'gulf', 'stated', 'on', 'twitter', 'that', 'the', 'note', '2', 'would', 'not', 'get', 'the', 'lollipop', 'update', ',', 'however', 'samsung', 'nordic', 'has', 'stated', 'several', 'times', 'that', 'both', 'the', '3g', 'and', '4g', 'versions', 'of', 'the', 'phone', 'will', 'get', 'lollipop', 'update', '']","[',', 'including', 'on', 'their', 'official', 'page']","['[cls]', 'samsung', 'gulf', 'stated', 'on', 'twitter', 'that', 'the', 'note', '2', 'would', 'not', 'get', 'the', 'lollipop', 'update', '[ps]', ',', 'however', 'samsung', 'nordic', 'has', 'stated', 'several', 'times', ',', 'including', 'on', 'their', 'official', 'page', '[pe]', 'that', 'both', 'the', '3g', 'and', '4g', 'versions', 'of', 'the', 'phone', 'will', 'get', 'lollipop', 'update', '[sep]']","[cls] samsung gulf stated on twitter that the note 2 would not get the lollipop update [ps] , however samsung nordic has stated several times , including on their official page [pe] that both the 3g and 4g versions of the phone will get lollipop update [sep]"
454,"woods confronts him , wanting to settle their conflict once and for all , but peter and brian lure him into an alley with a trail of reese 's pieces and trap him in a crate '' again '' ",james,"james woods confronts him , wanting to settle their conflict once and for all , but peter and brian lure him into an alley with a trail of reese 's pieces and trap him in a crate '' again '' ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['woods', 'confronts', 'him', ',', 'wanting', 'to', 'settle', 'their', 'conflict', 'once', 'and', 'for', 'all', ',', 'but', 'peter', 'and', 'brian', 'lure', 'him', 'into', 'an', 'alley', 'with', 'a', 'trail', 'of', 'reese', ""'s"", 'pieces', 'and', 'trap', 'him', 'in', 'a', 'crate', ""''"", 'again', ""''"", '']",['james'],"['[cls]', '[ps]', 'james', '[pe]', 'woods', 'confronts', 'him', ',', 'wanting', 'to', 'settle', 'their', 'conflict', 'once', 'and', 'for', 'all', ',', 'but', 'peter', 'and', 'brian', 'lure', 'him', 'into', 'an', 'alley', 'with', 'a', 'trail', 'of', 'reese', ""'s"", 'pieces', 'and', 'trap', 'him', 'in', 'a', 'crate', ""''"", 'again', ""''"", '[sep]']","[cls] [ps] james [pe] woods confronts him , wanting to settle their conflict once and for all , but peter and brian lure him into an alley with a trail of reese 's pieces and trap him in a crate '' again '' [sep]"
455,a 17 km line connecting the former rongos wharf in the bicol river for construction purposes ,", dismantled after the completion of the main line south in 1938","a 17 km line connecting the former rongos wharf in the bicol river for construction purposes , dismantled after the completion of the main line south in 1938 ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['a', '17', 'km', 'line', 'connecting', 'the', 'former', 'rongos', 'wharf', 'in', 'the', 'bicol', 'river', 'for', 'construction', 'purposes', '']","[',', 'dismantled', 'after', 'the', 'completion', 'of', 'the', 'main', 'line', 'south', 'in', '1938']","['[cls]', 'a', '17', 'km', 'line', 'connecting', 'the', 'former', 'rongos', 'wharf', 'in', 'the', 'bicol', 'river', 'for', 'construction', 'purposes', '[ps]', ',', 'dismantled', 'after', 'the', 'completion', 'of', 'the', 'main', 'line', 'south', 'in', '1938', '[pe]', '[sep]']","[cls] a 17 km line connecting the former rongos wharf in the bicol river for construction purposes [ps] , dismantled after the completion of the main line south in 1938 [pe] [sep]"
456,it is reputed that manchester united 's goalkeeper peter schmeichel had to have counselling as a result of what he had seen ,", indeed mans leg was well and truly mash up , get me","it is reputed that manchester united 's goalkeeper peter schmeichel had to have counselling as a result of what he had seen , indeed mans leg was well and truly mash up , get me ","Adding spammy, useless or derogatory content","['it', 'is', 'reputed', 'that', 'manchester', 'united', ""'s"", 'goalkeeper', 'peter', 'schmeichel', 'had', 'to', 'have', 'counselling', 'as', 'a', 'result', 'of', 'what', 'he', 'had', 'seen', '']","[',', 'indeed', 'mans', 'leg', 'was', 'well', 'and', 'truly', 'mash', 'up', ',', 'get', 'me']","['[cls]', 'it', 'is', 'reputed', 'that', 'manchester', 'united', ""'s"", 'goalkeeper', 'peter', 'schmeichel', 'had', 'to', 'have', 'counselling', 'as', 'a', 'result', 'of', 'what', 'he', 'had', 'seen', '[ps]', ',', 'indeed', 'mans', 'leg', 'was', 'well', 'and', 'truly', 'mash', 'up', ',', 'get', 'me', '[pe]', '[sep]']","[cls] it is reputed that manchester united 's goalkeeper peter schmeichel had to have counselling as a result of what he had seen [ps] , indeed mans leg was well and truly mash up , get me [pe] [sep]"
457,"international labor migration surged during the economic crisis of 1983 - 1985 especially in the skilled labor markets of construction , nurses , and engineers , as well as domestic help ",primarily because domestic employment opportunities were reduced,"international labor migration surged during the economic crisis of 1983 - 1985 especially in the skilled labor markets of construction , nurses , and engineers , as well as domestic help primarily because domestic employment opportunities were reduced ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['international', 'labor', 'migration', 'surged', 'during', 'the', 'economic', 'crisis', 'of', '1983', '-', '1985', 'especially', 'in', 'the', 'skilled', 'labor', 'markets', 'of', 'construction', ',', 'nurses', ',', 'and', 'engineers', ',', 'as', 'well', 'as', 'domestic', 'help', '']","['primarily', 'because', 'domestic', 'employment', 'opportunities', 'were', 'reduced']","['[cls]', 'international', 'labor', 'migration', 'surged', 'during', 'the', 'economic', 'crisis', 'of', '1983', '-', '1985', 'especially', 'in', 'the', 'skilled', 'labor', 'markets', 'of', 'construction', ',', 'nurses', ',', 'and', 'engineers', ',', 'as', 'well', 'as', 'domestic', 'help', '[ps]', 'primarily', 'because', 'domestic', 'employment', 'opportunities', 'were', 'reduced', '[pe]', '[sep]']","[cls] international labor migration surged during the economic crisis of 1983 - 1985 especially in the skilled labor markets of construction , nurses , and engineers , as well as domestic help [ps] primarily because domestic employment opportunities were reduced [pe] [sep]"
458,"however , along with lafayette , he was forced to flee in august 1792 , and was captured by the austrians ",", at rochefort , belgium","however , along with lafayette , he was forced to flee in august 1792 , and was captured by the austrians , at rochefort , belgium ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['however', ',', 'along', 'with', 'lafayette', ',', 'he', 'was', 'forced', 'to', 'flee', 'in', 'august', '1792', ',', 'and', 'was', 'captured', 'by', 'the', 'austrians', '']","[',', 'at', 'rochefort', ',', 'belgium']","['[cls]', 'however', '[ps]', ',', 'along', 'with', 'lafayette', ',', 'he', 'was', 'forced', 'to', 'flee', 'in', 'august', '1792', ',', 'and', 'was', 'captured', 'by', 'the', 'austrians', ',', 'at', 'rochefort', ',', 'belgium', '[pe]', '[sep]']","[cls] however [ps] , along with lafayette , he was forced to flee in august 1792 , and was captured by the austrians , at rochefort , belgium [pe] [sep]"
459,you will twist around the high bank walls until you are plunged into the splash pool ,and turn,you will twist and turn around the high bank walls until you are plunged into the splash pool ,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['you', 'will', 'twist', 'around', 'the', 'high', 'bank', 'walls', 'until', 'you', 'are', 'plunged', 'into', 'the', 'splash', 'pool', '']","['and', 'turn']","['[cls]', 'you', 'will', 'twist', '[ps]', 'and', 'turn', '[pe]', 'around', 'the', 'high', 'bank', 'walls', 'until', 'you', 'are', 'plunged', 'into', 'the', 'splash', 'pool', '[sep]']",[cls] you will twist [ps] and turn [pe] around the high bank walls until you are plunged into the splash pool [sep]
460,"in 2007 , wilson stepped in for threshold lead vocalist mac for the '' live reckoning '' tour ",current,"in 2007 , wilson stepped in for current threshold lead vocalist mac for the '' live reckoning '' tour ",Other,"['in', '2007', ',', 'wilson', 'stepped', 'in', 'for', 'threshold', 'lead', 'vocalist', 'mac', 'for', 'the', ""''"", 'live', 'reckoning', ""''"", 'tour', '']",['current'],"['[cls]', 'in', '2007', ',', 'wilson', 'stepped', 'in', 'for', '[ps]', 'current', '[pe]', 'threshold', 'lead', 'vocalist', 'mac', 'for', 'the', ""''"", 'live', 'reckoning', ""''"", 'tour', '[sep]']","[cls] in 2007 , wilson stepped in for [ps] current [pe] threshold lead vocalist mac for the '' live reckoning '' tour [sep]"
461,students that attend must take art classes as well as their normal academic classes ,and have hair of more than one color,students that attend must take art classes as well as their normal academic classes and have hair of more than one color ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['students', 'that', 'attend', 'must', 'take', 'art', 'classes', 'as', 'well', 'as', 'their', 'normal', 'academic', 'classes', '']","['and', 'have', 'hair', 'of', 'more', 'than', 'one', 'color']","['[cls]', 'students', 'that', 'attend', 'must', 'take', 'art', 'classes', 'as', 'well', 'as', 'their', 'normal', 'academic', 'classes', '[ps]', 'and', 'have', 'hair', 'of', 'more', 'than', 'one', 'color', '[pe]', '[sep]']",[cls] students that attend must take art classes as well as their normal academic classes [ps] and have hair of more than one color [pe] [sep]
462,"after executing the scheme successfully , green rolled out the same programme with boots in 1985 ",plc,"after executing the scheme successfully , green rolled out the same programme with boots plc in 1985 ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['after', 'executing', 'the', 'scheme', 'successfully', ',', 'green', 'rolled', 'out', 'the', 'same', 'programme', 'with', 'boots', 'in', '1985', '']",['plc'],"['[cls]', 'after', 'executing', 'the', 'scheme', 'successfully', ',', 'green', 'rolled', 'out', 'the', 'same', 'programme', 'with', 'boots', '[ps]', 'plc', '[pe]', 'in', '1985', '[sep]']","[cls] after executing the scheme successfully , green rolled out the same programme with boots [ps] plc [pe] in 1985 [sep]"
463,jason was a normal young glaswegian until he was mysteriously bestowed with supernatural powers ,mackenzie,jason mackenzie was a normal young glaswegian until he was mysteriously bestowed with supernatural powers ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['jason', 'was', 'a', 'normal', 'young', 'glaswegian', 'until', 'he', 'was', 'mysteriously', 'bestowed', 'with', 'supernatural', 'powers', '']",['mackenzie'],"['[cls]', 'jason', '[ps]', 'mackenzie', '[pe]', 'was', 'a', 'normal', 'young', 'glaswegian', 'until', 'he', 'was', 'mysteriously', 'bestowed', 'with', 'supernatural', 'powers', '[sep]']",[cls] jason [ps] mackenzie [pe] was a normal young glaswegian until he was mysteriously bestowed with supernatural powers [sep]
464,"the books tells the story of eight different men who decided to start a flower farm in lian , batangas and their adventures in love ",", called the bud brothers flower farm ,","the books tells the story of eight different men who decided to start a flower farm , called the bud brothers flower farm , in lian , batangas and their adventures in love ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', 'books', 'tells', 'the', 'story', 'of', 'eight', 'different', 'men', 'who', 'decided', 'to', 'start', 'a', 'flower', 'farm', 'in', 'lian', ',', 'batangas', 'and', 'their', 'adventures', 'in', 'love', '']","[',', 'called', 'the', 'bud', 'brothers', 'flower', 'farm', ',']","['[cls]', 'the', 'books', 'tells', 'the', 'story', 'of', 'eight', 'different', 'men', 'who', 'decided', 'to', 'start', 'a', 'flower', 'farm', '[ps]', ',', '[pe]', 'called', 'the', 'bud', 'brothers', 'flower', 'farm', ',', 'in', 'lian', ',', 'batangas', 'and', 'their', 'adventures', 'in', 'love', '[sep]']","[cls] the books tells the story of eight different men who decided to start a flower farm [ps] , [pe] called the bud brothers flower farm , in lian , batangas and their adventures in love [sep]"
